Dataset name,fragment,events,gridpack,card location
SMS-T2bWC_Par-mStop-1000_TuneCP5_13p6TeV_madgraphMLM-pythia8,https://github.com/Kim-JiHeon-HEP/Run3_NPS_Stop_SMS_requests/blob/main/fragments/stop/SMS-T2bWC_mStop-1000_fragment.py,1000000,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraph/SMS-StopStop/SMS-StopStop_mStop-1000_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraph/SMS-StopStop/SMS-StopStop_mStop-1000_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz
SMS-T2bWC_Par-mStop-1050_TuneCP5_13p6TeV_madgraphMLM-pythia8,https://github.com/Kim-JiHeon-HEP/Run3_NPS_Stop_SMS_requests/blob/main/fragments/stop/SMS-T2bWC_mStop-1050_fragment.py,1000000,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraph/SMS-StopStop/SMS-StopStop_mStop-1050_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraph/SMS-StopStop/SMS-StopStop_mStop-1050_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz
SMS-T2bWC_Par-mStop-1100_TuneCP5_13p6TeV_madgraphMLM-pythia8,https://github.com/Kim-JiHeon-HEP/Run3_NPS_Stop_SMS_requests/blob/main/fragments/stop/SMS-T2bWC_mStop-1100_fragment.py,1000000,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraph/SMS-StopStop/SMS-StopStop_mStop-1100_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraph/SMS-StopStop/SMS-StopStop_mStop-1100_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz
SMS-T2bWC_Par-mStop-1150_TuneCP5_13p6TeV_madgraphMLM-pythia8,https://github.com/Kim-JiHeon-HEP/Run3_NPS_Stop_SMS_requests/blob/main/fragments/stop/SMS-T2bWC_mStop-1150_fragment.py,1000000,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraph/SMS-StopStop/SMS-StopStop_mStop-1150_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraph/SMS-StopStop/SMS-StopStop_mStop-1150_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz
SMS-T2bWC_Par-mStop-1200_TuneCP5_13p6TeV_madgraphMLM-pythia8,https://github.com/Kim-JiHeon-HEP/Run3_NPS_Stop_SMS_requests/blob/main/fragments/stop/SMS-T2bWC_mStop-1200_fragment.py,1000000,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraph/SMS-StopStop/SMS-StopStop_mStop-1200_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraph/SMS-StopStop/SMS-StopStop_mStop-1200_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz
SMS-T2bWC_Par-mStop-300_TuneCP5_13p6TeV_madgraphMLM-pythia8,https://github.com/Kim-JiHeon-HEP/Run3_NPS_Stop_SMS_requests/blob/main/fragments/stop/SMS-T2bWC_mStop-300_fragment.py,10000000,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraphMLM/SMS-StopStop/SMS_StopStop_mStop_300_el8_amd64_gcc12_CMSSW_12_4_8_tarball.tar.xz,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraphMLM/SMS-StopStop/SMS_StopStop_mStop_300_el8_amd64_gcc12_CMSSW_12_4_8_tarball.tar.xz
SMS-T2bWC_Par-mStop-350_TuneCP5_13p6TeV_madgraphMLM-pythia8,https://github.com/Kim-JiHeon-HEP/Run3_NPS_Stop_SMS_requests/blob/main/fragments/stop/SMS-T2bWC_mStop-350_fragment.py,10000000,https://github.com/Kim-JiHeon-HEP/Run3_NPS_Stop_SMS_requests/blob/main/gridpacks/SMS-StopStop_mStop-350_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,https://github.com/Kim-JiHeon-HEP/Run3_NPS_Stop_SMS_requests/tree/main/gridpacks/SMS-StopStop_mStop-350
SMS-T2bWC_Par-mStop-400_TuneCP5_13p6TeV_madgraphMLM-pythia8,https://github.com/Kim-JiHeon-HEP/Run3_NPS_Stop_SMS_requests/blob/main/fragments/stop/SMS-T2bWC_mStop-400_fragment.py,10000000,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraphMLM/SMS-StopStop/SMS_StopStop_mStop_400_el8_amd64_gcc12_CMSSW_12_4_8_tarball.tar.xz,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraphMLM/SMS-StopStop/SMS_StopStop_mStop_400_el8_amd64_gcc12_CMSSW_12_4_8_tarball.tar.xz
SMS-T2bWC_Par-mStop-450_TuneCP5_13p6TeV_madgraphMLM-pythia8,https://github.com/Kim-JiHeon-HEP/Run3_NPS_Stop_SMS_requests/blob/main/fragments/stop/SMS-T2bWC_mStop-450_fragment.py,5440000,https://github.com/Kim-JiHeon-HEP/Run3_NPS_Stop_SMS_requests/blob/main/gridpacks/SMS-StopStop_mStop-450_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,https://github.com/Kim-JiHeon-HEP/Run3_NPS_Stop_SMS_requests/tree/main/gridpacks/SMS-StopStop_mStop-450
SMS-T2bWC_Par-mStop-500_TuneCP5_13p6TeV_madgraphMLM-pythia8,https://github.com/Kim-JiHeon-HEP/Run3_NPS_Stop_SMS_requests/blob/main/fragments/stop/SMS-T2bWC_mStop-500_fragment.py,3000000,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraphMLM/SMS-StopStop/SMS_StopStop_mStop_500_el8_amd64_gcc12_CMSSW_12_4_8_tarball.tar.xz,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraphMLM/SMS-StopStop/SMS_StopStop_mStop_500_el8_amd64_gcc12_CMSSW_12_4_8_tarball.tar.xz
SMS-T2bWC_Par-mStop-550_TuneCP5_13p6TeV_madgraphMLM-pythia8,https://github.com/Kim-JiHeon-HEP/Run3_NPS_Stop_SMS_requests/blob/main/fragments/stop/SMS-T2bWC_mStop-550_fragment.py,1720000,https://github.com/Kim-JiHeon-HEP/Run3_NPS_Stop_SMS_requests/blob/main/gridpacks/SMS-StopStop_mStop-550_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,https://github.com/Kim-JiHeon-HEP/Run3_NPS_Stop_SMS_requests/tree/main/gridpacks/SMS-StopStop_mStop-550
SMS-T2bWC_Par-mStop-600_TuneCP5_13p6TeV_madgraphMLM-pythia8,https://github.com/Kim-JiHeon-HEP/Run3_NPS_Stop_SMS_requests/blob/main/fragments/stop/SMS-T2bWC_mStop-600_fragment.py,1030000,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraph/SMS-StopStop/SMS-StopStop_mStop-600_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraph/SMS-StopStop/SMS-StopStop_mStop-600_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz
SMS-T2bWC_Par-mStop-650_TuneCP5_13p6TeV_madgraphMLM-pythia8,https://github.com/Kim-JiHeon-HEP/Run3_NPS_Stop_SMS_requests/blob/main/fragments/stop/SMS-T2bWC_mStop-650_fragment.py,1000000,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraph/SMS-StopStop/SMS-StopStop_mStop-650_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraph/SMS-StopStop/SMS-StopStop_mStop-650_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz
SMS-T2bWC_Par-mStop-700_TuneCP5_13p6TeV_madgraphMLM-pythia8,https://github.com/Kim-JiHeon-HEP/Run3_NPS_Stop_SMS_requests/blob/main/fragments/stop/SMS-T2bWC_mStop-700_fragment.py,1000000,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraph/SMS-StopStop/SMS-StopStop_mStop-700_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraph/SMS-StopStop/SMS-StopStop_mStop-700_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz
SMS-T2bWC_Par-mStop-750_TuneCP5_13p6TeV_madgraphMLM-pythia8,https://github.com/Kim-JiHeon-HEP/Run3_NPS_Stop_SMS_requests/blob/main/fragments/stop/SMS-T2bWC_mStop-750_fragment.py,1000000,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraph/SMS-StopStop/SMS-StopStop_mStop-750_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraph/SMS-StopStop/SMS-StopStop_mStop-750_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz
SMS-T2bWC_Par-mStop-800_TuneCP5_13p6TeV_madgraphMLM-pythia8,https://github.com/Kim-JiHeon-HEP/Run3_NPS_Stop_SMS_requests/blob/main/fragments/stop/SMS-T2bWC_mStop-800_fragment.py,1000000,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraph/SMS-StopStop/SMS-StopStop_mStop-800_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraph/SMS-StopStop/SMS-StopStop_mStop-800_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz
SMS-T2bWC_Par-mStop-850_TuneCP5_13p6TeV_madgraphMLM-pythia8,https://github.com/Kim-JiHeon-HEP/Run3_NPS_Stop_SMS_requests/blob/main/fragments/stop/SMS-T2bWC_mStop-850_fragment.py,1000000,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraph/SMS-StopStop/SMS-StopStop_mStop-850_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraph/SMS-StopStop/SMS-StopStop_mStop-850_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz
SMS-T2bWC_Par-mStop-900_TuneCP5_13p6TeV_madgraphMLM-pythia8,https://github.com/Kim-JiHeon-HEP/Run3_NPS_Stop_SMS_requests/blob/main/fragments/stop/SMS-T2bWC_mStop-900_fragment.py,1000000,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraph/SMS-StopStop/SMS-StopStop_mStop-900_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraph/SMS-StopStop/SMS-StopStop_mStop-900_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz
SMS-T2bWC_Par-mStop-950_TuneCP5_13p6TeV_madgraphMLM-pythia8,https://github.com/Kim-JiHeon-HEP/Run3_NPS_Stop_SMS_requests/blob/main/fragments/stop/SMS-T2bWC_mStop-950_fragment.py,1000000,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraph/SMS-StopStop/SMS-StopStop_mStop-950_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraph/SMS-StopStop/SMS-StopStop_mStop-950_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz
SMS-T2cc_Par-mStop-1000_TuneCP5_13p6TeV_madgraphMLM-pythia8,https://github.com/Kim-JiHeon-HEP/Run3_NPS_Stop_SMS_requests/blob/main/fragments/stop/SMS-T2cc_mStop-1000_fragment.py,1000000,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraph/SMS-StopStop/SMS-StopStop_mStop-1000_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraph/SMS-StopStop/SMS-StopStop_mStop-1000_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz
SMS-T2cc_Par-mStop-1050_TuneCP5_13p6TeV_madgraphMLM-pythia8,https://github.com/Kim-JiHeon-HEP/Run3_NPS_Stop_SMS_requests/blob/main/fragments/stop/SMS-T2cc_mStop-1050_fragment.py,1000000,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraph/SMS-StopStop/SMS-StopStop_mStop-1050_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraph/SMS-StopStop/SMS-StopStop_mStop-1050_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz
SMS-T2cc_Par-mStop-1100_TuneCP5_13p6TeV_madgraphMLM-pythia8,https://github.com/Kim-JiHeon-HEP/Run3_NPS_Stop_SMS_requests/blob/main/fragments/stop/SMS-T2cc_mStop-1100_fragment.py,1000000,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraph/SMS-StopStop/SMS-StopStop_mStop-1100_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraph/SMS-StopStop/SMS-StopStop_mStop-1100_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz
SMS-T2cc_Par-mStop-1150_TuneCP5_13p6TeV_madgraphMLM-pythia8,https://github.com/Kim-JiHeon-HEP/Run3_NPS_Stop_SMS_requests/blob/main/fragments/stop/SMS-T2cc_mStop-1150_fragment.py,1000000,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraph/SMS-StopStop/SMS-StopStop_mStop-1150_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraph/SMS-StopStop/SMS-StopStop_mStop-1150_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz
SMS-T2cc_Par-mStop-1200_TuneCP5_13p6TeV_madgraphMLM-pythia8,https://github.com/Kim-JiHeon-HEP/Run3_NPS_Stop_SMS_requests/blob/main/fragments/stop/SMS-T2cc_mStop-1200_fragment.py,1000000,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraph/SMS-StopStop/SMS-StopStop_mStop-1200_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraph/SMS-StopStop/SMS-StopStop_mStop-1200_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz
SMS-T2cc_Par-mStop-300_TuneCP5_13p6TeV_madgraphMLM-pythia8,https://github.com/Kim-JiHeon-HEP/Run3_NPS_Stop_SMS_requests/blob/main/fragments/stop/SMS-T2cc_mStop-300_fragment.py,10000000,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraphMLM/SMS-StopStop/SMS_StopStop_mStop_300_el8_amd64_gcc12_CMSSW_12_4_8_tarball.tar.xz,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraphMLM/SMS-StopStop/SMS_StopStop_mStop_300_el8_amd64_gcc12_CMSSW_12_4_8_tarball.tar.xz
SMS-T2cc_Par-mStop-350_TuneCP5_13p6TeV_madgraphMLM-pythia8,https://github.com/Kim-JiHeon-HEP/Run3_NPS_Stop_SMS_requests/blob/main/fragments/stop/SMS-T2cc_mStop-350_fragment.py,10000000,https://github.com/Kim-JiHeon-HEP/Run3_NPS_Stop_SMS_requests/blob/main/gridpacks/SMS-StopStop_mStop-350_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,https://github.com/Kim-JiHeon-HEP/Run3_NPS_Stop_SMS_requests/tree/main/gridpacks/SMS-StopStop_mStop-350
SMS-T2cc_Par-mStop-400_TuneCP5_13p6TeV_madgraphMLM-pythia8,https://github.com/Kim-JiHeon-HEP/Run3_NPS_Stop_SMS_requests/blob/main/fragments/stop/SMS-T2cc_mStop-400_fragment.py,10000000,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraphMLM/SMS-StopStop/SMS_StopStop_mStop_400_el8_amd64_gcc12_CMSSW_12_4_8_tarball.tar.xz,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraphMLM/SMS-StopStop/SMS_StopStop_mStop_400_el8_amd64_gcc12_CMSSW_12_4_8_tarball.tar.xz
SMS-T2cc_Par-mStop-450_TuneCP5_13p6TeV_madgraphMLM-pythia8,https://github.com/Kim-JiHeon-HEP/Run3_NPS_Stop_SMS_requests/blob/main/fragments/stop/SMS-T2cc_mStop-450_fragment.py,5440000,https://github.com/Kim-JiHeon-HEP/Run3_NPS_Stop_SMS_requests/blob/main/gridpacks/SMS-StopStop_mStop-450_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,https://github.com/Kim-JiHeon-HEP/Run3_NPS_Stop_SMS_requests/tree/main/gridpacks/SMS-StopStop_mStop-450
SMS-T2cc_Par-mStop-500_TuneCP5_13p6TeV_madgraphMLM-pythia8,https://github.com/Kim-JiHeon-HEP/Run3_NPS_Stop_SMS_requests/blob/main/fragments/stop/SMS-T2cc_mStop-500_fragment.py,3000000,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraphMLM/SMS-StopStop/SMS_StopStop_mStop_500_el8_amd64_gcc12_CMSSW_12_4_8_tarball.tar.xz,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraphMLM/SMS-StopStop/SMS_StopStop_mStop_500_el8_amd64_gcc12_CMSSW_12_4_8_tarball.tar.xz
SMS-T2cc_Par-mStop-550_TuneCP5_13p6TeV_madgraphMLM-pythia8,https://github.com/Kim-JiHeon-HEP/Run3_NPS_Stop_SMS_requests/blob/main/fragments/stop/SMS-T2cc_mStop-550_fragment.py,1720000,https://github.com/Kim-JiHeon-HEP/Run3_NPS_Stop_SMS_requests/blob/main/gridpacks/SMS-StopStop_mStop-550_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,https://github.com/Kim-JiHeon-HEP/Run3_NPS_Stop_SMS_requests/tree/main/gridpacks/SMS-StopStop_mStop-550
SMS-T2cc_Par-mStop-600_TuneCP5_13p6TeV_madgraphMLM-pythia8,https://github.com/Kim-JiHeon-HEP/Run3_NPS_Stop_SMS_requests/blob/main/fragments/stop/SMS-T2cc_mStop-600_fragment.py,1030000,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraph/SMS-StopStop/SMS-StopStop_mStop-600_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraph/SMS-StopStop/SMS-StopStop_mStop-600_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz
SMS-T2cc_Par-mStop-650_TuneCP5_13p6TeV_madgraphMLM-pythia8,https://github.com/Kim-JiHeon-HEP/Run3_NPS_Stop_SMS_requests/blob/main/fragments/stop/SMS-T2cc_mStop-650_fragment.py,1000000,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraph/SMS-StopStop/SMS-StopStop_mStop-650_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraph/SMS-StopStop/SMS-StopStop_mStop-650_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz
SMS-T2cc_Par-mStop-700_TuneCP5_13p6TeV_madgraphMLM-pythia8,https://github.com/Kim-JiHeon-HEP/Run3_NPS_Stop_SMS_requests/blob/main/fragments/stop/SMS-T2cc_mStop-700_fragment.py,1000000,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraph/SMS-StopStop/SMS-StopStop_mStop-700_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraph/SMS-StopStop/SMS-StopStop_mStop-700_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz
SMS-T2cc_Par-mStop-750_TuneCP5_13p6TeV_madgraphMLM-pythia8,https://github.com/Kim-JiHeon-HEP/Run3_NPS_Stop_SMS_requests/blob/main/fragments/stop/SMS-T2cc_mStop-750_fragment.py,1000000,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraph/SMS-StopStop/SMS-StopStop_mStop-750_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraph/SMS-StopStop/SMS-StopStop_mStop-750_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz
SMS-T2cc_Par-mStop-800_TuneCP5_13p6TeV_madgraphMLM-pythia8,https://github.com/Kim-JiHeon-HEP/Run3_NPS_Stop_SMS_requests/blob/main/fragments/stop/SMS-T2cc_mStop-800_fragment.py,1000000,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraph/SMS-StopStop/SMS-StopStop_mStop-800_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraph/SMS-StopStop/SMS-StopStop_mStop-800_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz
SMS-T2cc_Par-mStop-850_TuneCP5_13p6TeV_madgraphMLM-pythia8,https://github.com/Kim-JiHeon-HEP/Run3_NPS_Stop_SMS_requests/blob/main/fragments/stop/SMS-T2cc_mStop-850_fragment.py,1000000,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraph/SMS-StopStop/SMS-StopStop_mStop-850_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraph/SMS-StopStop/SMS-StopStop_mStop-850_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz
SMS-T2cc_Par-mStop-900_TuneCP5_13p6TeV_madgraphMLM-pythia8,https://github.com/Kim-JiHeon-HEP/Run3_NPS_Stop_SMS_requests/blob/main/fragments/stop/SMS-T2cc_mStop-900_fragment.py,1000000,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraph/SMS-StopStop/SMS-StopStop_mStop-900_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraph/SMS-StopStop/SMS-StopStop_mStop-900_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz
SMS-T2cc_Par-mStop-950_TuneCP5_13p6TeV_madgraphMLM-pythia8,https://github.com/Kim-JiHeon-HEP/Run3_NPS_Stop_SMS_requests/blob/main/fragments/stop/SMS-T2cc_mStop-950_fragment.py,1000000,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraph/SMS-StopStop/SMS-StopStop_mStop-950_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraph/SMS-StopStop/SMS-StopStop_mStop-950_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz
SMS-T2ttC_Par-mStop-1000_TuneCP5_13p6TeV_madgraphMLM-pythia8,https://github.com/Kim-JiHeon-HEP/Run3_NPS_Stop_SMS_requests/blob/main/fragments/stop/SMS-T2ttC_mStop-1000_fragment.py,1000000,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraph/SMS-StopStop/SMS-StopStop_mStop-1000_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraph/SMS-StopStop/SMS-StopStop_mStop-1000_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz
SMS-T2ttC_Par-mStop-1050_TuneCP5_13p6TeV_madgraphMLM-pythia8,https://github.com/Kim-JiHeon-HEP/Run3_NPS_Stop_SMS_requests/blob/main/fragments/stop/SMS-T2ttC_mStop-1050_fragment.py,1000000,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraph/SMS-StopStop/SMS-StopStop_mStop-1050_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraph/SMS-StopStop/SMS-StopStop_mStop-1050_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz
SMS-T2ttC_Par-mStop-1100_TuneCP5_13p6TeV_madgraphMLM-pythia8,https://github.com/Kim-JiHeon-HEP/Run3_NPS_Stop_SMS_requests/blob/main/fragments/stop/SMS-T2ttC_mStop-1100_fragment.py,1000000,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraph/SMS-StopStop/SMS-StopStop_mStop-1100_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,/cvmfs/cms-griddata.cern.ch/phys_generator/gridpacks_tarball/pp/13p6TeV/madgraph/SMS-StopStop/SMS-StopStop_mStop-1100_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz
